Date,Hour,SUPPLIER,SUPPLIER_HOTEL_ID,HOTEL_NAME,StatusMessage
2025-05-08,14,nutmd,107347,Ramada By Wyndham Jacksonville I-95 By Butler BLVD,
2025-05-08,14,nutmd,130899,Park Inn By Radisson Berlin Alexanderplatz,
2025-05-08,14,nutmd,130899,Park Inn By Radisson Berlin Alexanderplatz,
2025-05-08,14,nutmd,444417,Le Meridien Charlotte,
2025-05-08,14,nutmd,444417,Le Meridien Charlotte,
2025-05-08,14,nutmd,107347,Ramada By Wyndham Jacksonville I-95 By Butler BLVD,
2025-05-08,14,nutmd,107347,Ramada By Wyndham Jacksonville I-95 By Butler BLVD,
2025-05-08,14,nutmd,202809,Sunrise Inn,
2025-05-08,14,nutmd,107347,Ramada By Wyndham Jacksonville I-95 By Butler BLVD,
2025-05-08,14,nutmd,107347,Ramada By Wyndham Jacksonville I-95 By Butler BLVD,
2025-05-08,14,nutmd,112976,Hilton Anaheim,
2025-05-08,14,nutmd,112976,Hilton Anaheim,
2025-05-08,14,nutmd,125703,Rodeway Inn Carlisle,
2025-05-08,14,nutmd,163527,Hilton London Kensington,
2025-05-08,14,nutmd,112634,Clarion Pointe Huntsville Research Park,
2025-05-08,14,nutmd,145357,Sheraton Miami Airport Hotel & Executive Meeting Center,
2025-05-08,14,nutmd,145357,Sheraton Miami Airport Hotel & Executive Meeting Center,
2025-05-08,14,nutmd,145357,Sheraton Miami Airport Hotel & Executive Meeting Center,
2025-05-08,14,nutmd,163527,Hilton London Kensington,
2025-05-08,14,nutmd,394825,Hotel Warner,
2025-05-08,14,nutmd,200044,Sonesta Simply Suites Cleveland North Olmsted Airport,
2025-05-08,14,nutmd,200044,Sonesta Simply Suites Cleveland North Olmsted Airport,
2025-05-08,14,nutmd,549927,Courtyard Largo Medical Center Drive,
2025-05-08,14,nutmd,549927,Courtyard Largo Medical Center Drive,
2025-05-08,14,nutmd,218293,Hidden Ridge Resort,
2025-05-08,14,nutmd,549927,Courtyard Largo Medical Center Drive,
2025-05-08,14,nutmd,237287,Wuksachi Lodge,
2025-05-08,14,nutmd,120698,Comfort Inn MSP Airport - Mall Of America,
2025-05-08,14,nutmd,108347,Wyndham Columbus,
2025-05-08,14,nutmd,108347,Wyndham Columbus,
2025-05-08,14,nutmd,108347,Wyndham Columbus,
2025-05-08,14,nutmd,201681,Super 8 By Wyndham Greer/Spartanburg Area,
2025-05-08,14,nutmd,455136,Knights Inn Flint,
2025-05-08,14,nutmd,278458,W Fort Lauderdale,
2025-05-08,14,nutmd,468598,Home Suites Rotarismo,
2025-05-08,14,nutmd,110009,Quality Inn & Suites Greenville - Haywood Mall,
2025-05-08,14,nutmd,110009,Quality Inn & Suites Greenville - Haywood Mall,
2025-05-08,14,nutmd,114332,Handlery Hotel San Diego,
2025-05-08,14,nutmd,140708,Publick House Historic Inn And Country Motor Lodge,
2025-05-08,14,nutmd,107955,Quality Inn Wayne - Fairfield Area,
2025-05-08,14,nutmd,107955,Quality Inn Wayne - Fairfield Area,
2025-05-08,14,nutmd,140708,Publick House Historic Inn And Country Motor Lodge,
2025-05-08,14,nutmd,690586,Allen Park Motor Lodge,
2025-05-08,14,nutmd,690586,Allen Park Motor Lodge,
2025-05-08,14,nutmd,122910,The Chicago Hotel Collection Magnificent Mile,
2025-05-08,14,nutmd,122274,The Mosser,
2025-05-08,14,nutmd,177901,Best Western On The Bay Inn & Marina,
2025-05-08,14,nutmd,562056,Pug Seal Polanco Allan Poe,
2025-05-08,14,nutmd,177901,Best Western On The Bay Inn & Marina,
2025-05-08,14,nutmd,495650,Best Western Stateline Lodge,
2025-05-08,14,nutmd,129468,Best Western Plus The Charles Hotel,
2025-05-08,14,nutmd,129468,Best Western Plus The Charles Hotel,
2025-05-08,14,nutmd,225372,Four Seasons Hotel Doha,
2025-05-08,14,nutmd,426055,TownePlace Suites Richland Columbia Point,
2025-05-08,14,nutmd,255416,Marvin's Garden Inn,
2025-05-08,14,nutmd,211555,Hampton Inn & Suites Orlando Intl Dr N,
2025-05-08,14,nutmd,422182,Hampton Inn & Suites Pittsburgh/Waterfront-West Homestead,
2025-05-08,14,nutmd,422182,Hampton Inn & Suites Pittsburgh/Waterfront-West Homestead,
2025-05-08,14,nutmd,280474,Miramare,
2025-05-08,14,nutmd,110009,Quality Inn & Suites Greenville - Haywood Mall,
2025-05-08,14,nutmd,1700080821,Telegraph Hotel - Coventry,
2025-05-08,14,nutmd,463353,Liberty Suites Hotel,
2025-05-08,14,nutmd,463353,Liberty Suites Hotel,
2025-05-08,14,nutmd,476239,Sonesta Ocean Point All Inclusive Adults Only Resort,
2025-05-08,14,nutmd,129898,Sleep Inn South Jordan - Sandy,
2025-05-08,14,nutmd,129898,Sleep Inn South Jordan - Sandy,
2025-05-08,14,nutmd,407133,Hotel B3 Virrey,
2025-05-08,14,nutmd,116312,Best Western Executive Hotel Of New Haven-West Haven,
2025-05-08,14,nutmd,180701,Sofitel Washington DC Lafayette Square,
2025-05-08,14,nutmd,124296,Quality Inn Spring Valley - Nanuet,
2025-05-08,14,nutmd,225005,Thistle London Hyde Park Kensington Gardens,
2025-05-08,14,nutmd,110009,Quality Inn & Suites Greenville - Haywood Mall,
2025-05-08,14,nutmd,146678,Extended Stay America Premier Suites - Fort Lauderdale - Deerfield Beach,
2025-05-08,14,nutmd,146678,Extended Stay America Premier Suites - Fort Lauderdale - Deerfield Beach,
2025-05-08,14,nutmd,124296,Quality Inn Spring Valley - Nanuet,
2025-05-08,14,nutmd,225005,Thistle London Hyde Park Kensington Gardens,
2025-05-08,14,nutmd,225005,Thistle London Hyde Park Kensington Gardens,
2025-05-08,14,nutmd,206337,Citadines Montparnasse Paris,
2025-05-08,14,nutmd,112754,Sleep Inn,
2025-05-08,14,nutmd,112071,Renaissance Orlando At SeaWorld,
2025-05-08,14,nutmd,669843,Ibis Rabat Agdal,
2025-05-08,14,nutmd,130271,Orangewood Inn & Suites Midtown,
2025-05-08,14,nutmd,1700257932,Comfort Inn And Suites,
2025-05-08,14,nutmd,1700257932,Comfort Inn And Suites,
2025-05-08,14,nutmd,180797,Hotel Capo d'Africa - Colosseo,
2025-05-08,14,nutmd,180797,Hotel Capo d'Africa - Colosseo,
2025-05-08,14,nutmd,133050,Buena Vista Suites Orlando,
2025-05-08,14,nutmd,112047,Radisson Hotel Salt Lake City Downtown,
2025-05-08,14,nutmd,180797,Hotel Capo d'Africa - Colosseo,
2025-05-08,14,nutmd,133050,Buena Vista Suites Orlando,
2025-05-08,14,nutmd,135797,Sleep Inn Fort Mill Near Carowinds BLVD,
2025-05-08,14,nutmd,223750,Royal Inn Charlotte Airport Hotel,
2025-05-08,14,nutmd,135797,Sleep Inn Fort Mill Near Carowinds BLVD,
2025-05-08,14,nutmd,135797,Sleep Inn Fort Mill Near Carowinds BLVD,
2025-05-08,14,nutmd,135797,Sleep Inn Fort Mill Near Carowinds BLVD,
2025-05-08,14,nutmd,114126,The Emily Morgan San Antonio - A DoubleTree By Hilton,
2025-05-08,14,nutmd,255516,"Country Inn & Suites By Radisson, Washington, D.C. East - Capitol Heights, MD",
2025-05-08,14,nutmd,228712,The Caravelle Resort,
2025-05-08,14,nutmd,180797,Hotel Capo d'Africa - Colosseo,
2025-05-08,14,nutmd,114060,Eden Roc Miami Beach,
2025-05-08,14,nutmd,218293,Hidden Ridge Resort,
2025-05-08,14,nutmd,149481,Sonesta Simply Suites Stafford,
2025-05-08,14,nutmd,238911,Amsterdam Inn & Suites Moncton,
2025-05-08,14,nutmd,238911,Amsterdam Inn & Suites Moncton,
2025-05-08,14,nutmd,238911,Amsterdam Inn & Suites Moncton,
2025-05-08,14,nutmd,1700245970,ROY Hotel,
2025-05-08,14,nutmd,492710,Quality Inn Weston,
2025-05-08,14,nutmd,492710,Quality Inn Weston,
2025-05-08,14,nutmd,131986,Radisson Resort At The Port,
2025-05-08,14,nutmd,455040,Park Inn By Radisson Fort Collins,
2025-05-08,14,nutmd,455040,Park Inn By Radisson Fort Collins,
2025-05-08,14,nutmd,119320,Quality Inn Duluth - Atlanta Northeast,
2025-05-08,14,nutmd,146817,Sonesta Simply Suites Atlanta Gwinnett Place,
2025-05-08,14,nutmd,146817,Sonesta Simply Suites Atlanta Gwinnett Place,
2025-05-08,14,nutmd,146817,Sonesta Simply Suites Atlanta Gwinnett Place,
2025-05-08,14,nutmd,146817,Sonesta Simply Suites Atlanta Gwinnett Place,
2025-05-08,14,nutmd,146817,Sonesta Simply Suites Atlanta Gwinnett Place,
2025-05-08,14,nutmd,146817,Sonesta Simply Suites Atlanta Gwinnett Place,
2025-05-08,14,nutmd,256412,Hilton Vacation Club Cabo Azul Los Cabos,
2025-05-08,14,nutmd,267432,Hilton Garden Inn Riverhead,
2025-05-08,14,nutmd,270845,Econo Lodge Milldale - Southington,
2025-05-08,14,nutmd,270845,Econo Lodge Milldale - Southington,
2025-05-08,14,nutmd,202166,Clarion Inn Columbia Airport,
2025-05-08,14,nutmd,270845,Econo Lodge Milldale - Southington,
2025-05-08,14,nutmd,270845,Econo Lodge Milldale - Southington,
2025-05-08,14,nutmd,202166,Clarion Inn Columbia Airport,
2025-05-08,14,nutmd,202166,Clarion Inn Columbia Airport,
2025-05-08,14,nutmd,486087,A-1 Budget Motel,
2025-05-08,14,nutmd,116982,Novotel Paris Centre Tour Eiffel,
2025-05-08,14,nutmd,313068,"Country Inn & Suites By Radisson, Richmond West At I-64, VA",
2025-05-08,14,nutmd,313068,"Country Inn & Suites By Radisson, Richmond West At I-64, VA",
2025-05-08,14,nutmd,313068,"Country Inn & Suites By Radisson, Richmond West At I-64, VA",
2025-05-08,14,nutmd,116982,Novotel Paris Centre Tour Eiffel,
2025-05-08,14,nutmd,313068,"Country Inn & Suites By Radisson, Richmond West At I-64, VA",
2025-05-08,14,nutmd,116982,Novotel Paris Centre Tour Eiffel,
2025-05-08,14,nutmd,313068,"Country Inn & Suites By Radisson, Richmond West At I-64, VA",
2025-05-08,14,nutmd,148554,The Dagny Boston,
2025-05-08,14,nutmd,148554,The Dagny Boston,
2025-05-08,14,nutmd,243076,Spark By Hilton Roanoke Airport,
2025-05-08,14,nutmd,243076,Spark By Hilton Roanoke Airport,
2025-05-08,14,nutmd,195417,Rodeway Inn,
2025-05-08,14,nutmd,148554,The Dagny Boston,
2025-05-08,14,nutmd,128064,Hilton Long Beach,
2025-05-08,14,nutmd,128064,Hilton Long Beach,
2025-05-08,14,nutmd,153116,Quality Inn At Arlington Highlands,
2025-05-08,14,nutmd,153116,Quality Inn At Arlington Highlands,
2025-05-08,14,nutmd,128064,Hilton Long Beach,
2025-05-08,14,nutmd,201447,Quality Inn & Suites Leesburg Chain Of Lakes,
2025-05-08,14,nutmd,110009,Quality Inn & Suites Greenville - Haywood Mall,
2025-05-08,14,nutmd,110009,Quality Inn & Suites Greenville - Haywood Mall,
2025-05-08,14,nutmd,567902,Harrah's Cherokee Valley River Casino & Hotel,
2025-05-08,14,nutmd,567902,Harrah's Cherokee Valley River Casino & Hotel,
2025-05-08,14,nutmd,567902,Harrah's Cherokee Valley River Casino & Hotel,
2025-05-08,14,nutmd,567902,Harrah's Cherokee Valley River Casino & Hotel,
2025-05-08,14,nutmd,201447,Quality Inn & Suites Leesburg Chain Of Lakes,
2025-05-08,14,nutmd,201447,Quality Inn & Suites Leesburg Chain Of Lakes,
2025-05-08,14,nutmd,201447,Quality Inn & Suites Leesburg Chain Of Lakes,
2025-05-08,14,nutmd,148490,Hilton Myrtle Beach Resort,
2025-05-08,14,nutmd,148490,Hilton Myrtle Beach Resort,
2025-05-08,14,nutmd,148490,Hilton Myrtle Beach Resort,
2025-05-08,14,nutmd,195417,Rodeway Inn,
2025-05-08,14,nutmd,127594,Quality Inn & Suites Orlando Airport,
2025-05-08,14,nutmd,127594,Quality Inn & Suites Orlando Airport,
2025-05-08,14,nutmd,127594,Quality Inn & Suites Orlando Airport,
2025-05-08,14,nutmd,1941117,Canopy By Hilton Columbus Downtown Short North,
2025-05-08,15,nutmd,669843,Ibis Rabat Agdal,
2025-05-08,15,nutmd,185861,The Standard Spa Miami Beach,
2025-05-08,15,nutmd,204764,Rodeway Inn South Miami Coral Gables,
2025-05-08,15,nutmd,185861,The Standard Spa Miami Beach,
2025-05-08,15,nutmd,153116,Quality Inn At Arlington Highlands,
2025-05-08,15,nutmd,153116,Quality Inn At Arlington Highlands,
2025-05-08,15,nutmd,209558,Best Western Plus Roswell/Alpharetta,
2025-05-08,15,nutmd,669843,Ibis Rabat Agdal,
2025-05-08,15,nutmd,669843,Ibis Rabat Agdal,
2025-05-08,15,nutmd,669843,Ibis Rabat Agdal,
2025-05-08,15,nutmd,195417,Rodeway Inn,
2025-05-08,15,nutmd,195417,Rodeway Inn,
2025-05-08,15,nutmd,558583,DoubleTree By Hilton Coventry Building Society Arena,
2025-05-08,15,nutmd,558583,DoubleTree By Hilton Coventry Building Society Arena,
2025-05-08,15,nutmd,463419,Delta Hotels By Marriott Toronto,
2025-05-08,15,nutmd,149481,Sonesta Simply Suites Stafford,
2025-05-08,15,nutmd,118998,Quality Inn Bridgeport-Clarksburg,
2025-05-08,15,nutmd,135070,Sleep Inn & Suites - Airport,
2025-05-08,15,nutmd,530443,Ocean Villas Of Deerfield,
2025-05-08,15,nutmd,530443,Ocean Villas Of Deerfield,
2025-05-08,15,nutmd,152153,Comfort Suites Pineville - Ballantyne Area,
2025-05-08,15,nutmd,195421,OYO Townhouse Orlando West,
2025-05-08,15,nutmd,152153,Comfort Suites Pineville - Ballantyne Area,
2025-05-08,15,nutmd,212044,Best Western Plus McKinney Inn & Suites,
2025-05-08,15,nutmd,217587,Cedar Lodge,
2025-05-08,15,nutmd,217587,Cedar Lodge,
2025-05-08,15,nutmd,217587,Cedar Lodge,
2025-05-08,15,nutmd,189771,Hilton London Paddington,
2025-05-08,15,nutmd,195620,The Setai Miami Beach,
2025-05-08,15,nutmd,254168,Hilton Garden Inn Dallas Lewisville,
2025-05-08,15,nutmd,125203,SLS South Beach,
2025-05-08,15,nutmd,254168,Hilton Garden Inn Dallas Lewisville,
2025-05-08,15,nutmd,254168,Hilton Garden Inn Dallas Lewisville,
2025-05-08,15,nutmd,116572,Quality Inn Little Creek,
2025-05-08,15,nutmd,131146,Norwood Inn & Suites North Conference Center,
2025-05-08,15,nutmd,114094,DoubleTree By Hilton Orlando Downtown,
2025-05-08,15,nutmd,542136,Park Tower Inn,
2025-05-08,15,nutmd,1030792,Ibis Budget London Whitechapel - Brick Lane,
2025-05-08,15,nutmd,110836,Embassy Suites By Hilton New Orleans,
2025-05-08,15,nutmd,357180,Red Roof Inn & Suites Mt Holly - McGuire AFB,
2025-05-08,15,nutmd,357180,Red Roof Inn & Suites Mt Holly - McGuire AFB,
2025-05-08,15,nutmd,357180,Red Roof Inn & Suites Mt Holly - McGuire AFB,
2025-05-08,15,nutmd,357180,Red Roof Inn & Suites Mt Holly - McGuire AFB,
2025-05-08,15,nutmd,357180,Red Roof Inn & Suites Mt Holly - McGuire AFB,
2025-05-08,15,nutmd,959388,EST Hotel,
2025-05-08,15,nutmd,128064,Hilton Long Beach,
2025-05-08,15,nutmd,134556,"Treasure Island - TI Las Vegas Hotel & Casino, A Radisson Hotel",
2025-05-08,15,nutmd,357180,Red Roof Inn & Suites Mt Holly - McGuire AFB,
2025-05-08,15,nutmd,959388,EST Hotel,
2025-05-08,15,nutmd,357180,Red Roof Inn & Suites Mt Holly - McGuire AFB,
2025-05-08,15,nutmd,128064,Hilton Long Beach,
2025-05-08,15,nutmd,128064,Hilton Long Beach,
2025-05-08,15,nutmd,357180,Red Roof Inn & Suites Mt Holly - McGuire AFB,
2025-05-08,15,nutmd,357180,Red Roof Inn & Suites Mt Holly - McGuire AFB,
2025-05-08,15,nutmd,357180,Red Roof Inn & Suites Mt Holly - McGuire AFB,
2025-05-08,15,nutmd,357180,Red Roof Inn & Suites Mt Holly - McGuire AFB,
2025-05-08,15,nutmd,357180,Red Roof Inn & Suites Mt Holly - McGuire AFB,
2025-05-08,15,nutmd,122910,The Chicago Hotel Collection Magnificent Mile,
2025-05-08,15,nutmd,122910,The Chicago Hotel Collection Magnificent Mile,
2025-05-08,15,nutmd,122910,The Chicago Hotel Collection Magnificent Mile,
2025-05-08,15,nutmd,122910,The Chicago Hotel Collection Magnificent Mile,
2025-05-08,15,nutmd,122910,The Chicago Hotel Collection Magnificent Mile,
2025-05-08,15,nutmd,122910,The Chicago Hotel Collection Magnificent Mile,
2025-05-08,15,nutmd,524686,Extended Stay America Select Suites - Jackson - South,
2025-05-08,15,nutmd,153116,Quality Inn At Arlington Highlands,
2025-05-08,15,nutmd,153116,Quality Inn At Arlington Highlands,
2025-05-08,15,nutmd,147157,Sonesta Simply Suites Boston Braintree,
2025-05-08,15,nutmd,143104,Sleep Inn Phoenix North I-17,
2025-05-08,15,nutmd,143104,Sleep Inn Phoenix North I-17,
2025-05-08,15,nutmd,147157,Sonesta Simply Suites Boston Braintree,
2025-05-08,15,nutmd,147157,Sonesta Simply Suites Boston Braintree,
2025-05-08,15,nutmd,147157,Sonesta Simply Suites Boston Braintree,
2025-05-08,15,nutmd,360465,DoubleTree By Hilton New York Downtown,
2025-05-08,15,nutmd,106128,DoubleTree By Hilton Washington DC North/Gaithersburg,
2025-05-08,15,nutmd,106128,DoubleTree By Hilton Washington DC North/Gaithersburg,
2025-05-08,15,nutmd,130229,Quality Inn Niagara Falls,
2025-05-08,15,nutmd,367732,Conty's Motel,
2025-05-08,15,nutmd,163777,Hilton New York Times Square,
2025-05-08,15,nutmd,550027,SureStay Plus Hotel By Best Western Sacramento Cal Expo,
2025-05-08,15,nutmd,550027,SureStay Plus Hotel By Best Western Sacramento Cal Expo,
2025-05-08,15,nutmd,550027,SureStay Plus Hotel By Best Western Sacramento Cal Expo,
2025-05-08,15,nutmd,550027,SureStay Plus Hotel By Best Western Sacramento Cal Expo,
2025-05-08,15,nutmd,550027,SureStay Plus Hotel By Best Western Sacramento Cal Expo,
2025-05-08,15,nutmd,550027,SureStay Plus Hotel By Best Western Sacramento Cal Expo,
2025-05-08,15,nutmd,223750,Royal Inn Charlotte Airport Hotel,
2025-05-08,15,nutmd,369227,Homewood Suites By Hilton Toronto Vaughan,
2025-05-08,15,nutmd,446514,Hampton Inn Union City,
2025-05-08,15,nutmd,242127,Sleep Inn & Suites Conference Center,
2025-05-08,15,nutmd,369227,Homewood Suites By Hilton Toronto Vaughan,
2025-05-08,15,nutmd,192269,Comfort Suites Westchase Houston Energy Corridor,
2025-05-08,15,nutmd,515941,"My Place Hotel - Missoula, MT",
2025-05-08,15,nutmd,515941,"My Place Hotel - Missoula, MT",
2025-05-08,15,nutmd,117768,SureStay Hotel By Best Western St. Pete Clearwater Airport,
2025-05-08,15,nutmd,515941,"My Place Hotel - Missoula, MT",
2025-05-08,15,nutmd,202166,Clarion Inn Columbia Airport,
2025-05-08,15,nutmd,112870,Hilton Los Angeles Airport,
2025-05-08,15,nutmd,515941,"My Place Hotel - Missoula, MT",
2025-05-08,15,nutmd,109826,Quality Inn Richfield I-70,
2025-05-08,15,nutmd,112071,Renaissance Orlando At SeaWorld,
2025-05-08,15,nutmd,274847,Hilton Garden Inn Shreveport,
2025-05-08,15,nutmd,323851,Best Western Hotel Rome Airport,
2025-05-08,15,nutmd,105996,Millennium Hotel And Conference Centre Gloucester London,
2025-05-08,15,nutmd,105996,Millennium Hotel And Conference Centre Gloucester London,
2025-05-08,15,nutmd,105996,Millennium Hotel And Conference Centre Gloucester London,
2025-05-08,15,nutmd,105996,Millennium Hotel And Conference Centre Gloucester London,
2025-05-08,15,nutmd,105996,Millennium Hotel And Conference Centre Gloucester London,
2025-05-08,15,nutmd,105996,Millennium Hotel And Conference Centre Gloucester London,
2025-05-08,15,nutmd,105996,Millennium Hotel And Conference Centre Gloucester London,
2025-05-08,15,nutmd,105996,Millennium Hotel And Conference Centre Gloucester London,
2025-05-08,15,nutmd,251582,Rodeway Inn Lyons - La Grange,
2025-05-08,15,nutmd,390039,Novum Hotel Leonet,
2025-05-08,15,nutmd,460694,American Inn North Kansas City,
2025-05-08,15,nutmd,460694,American Inn North Kansas City,
2025-05-08,15,nutmd,463419,Delta Hotels By Marriott Toronto,
2025-05-08,15,nutmd,218762,SureStay Plus Hotel By Best Western Mesquite,
2025-05-08,15,nutmd,690586,Allen Park Motor Lodge,
2025-05-08,15,nutmd,690586,Allen Park Motor Lodge,
2025-05-08,15,nutmd,690586,Allen Park Motor Lodge,
2025-05-08,15,nutmd,1700245509,Gazebo Inn Oceanfront,
2025-05-08,15,nutmd,394858,The Grove Resort & Water Park Orlando,
2025-05-08,15,nutmd,1700245509,Gazebo Inn Oceanfront,
2025-05-08,15,nutmd,1700245509,Gazebo Inn Oceanfront,
2025-05-08,15,nutmd,1700245509,Gazebo Inn Oceanfront,
2025-05-08,15,nutmd,267541,Hilton Baltimore Inner Harbor,
2025-05-08,15,nutmd,1700245509,Gazebo Inn Oceanfront,
2025-05-08,15,nutmd,1700245509,Gazebo Inn Oceanfront,
2025-05-08,15,nutmd,147560,Sonesta Simply Suites Philadelphia Mount Laurel,
2025-05-08,15,nutmd,194313,Best Western Braintree Inn,
2025-05-08,15,nutmd,495534,Quality Inn & Suites Lawrence - University Area,
2025-05-08,15,nutmd,495534,Quality Inn & Suites Lawrence - University Area,
2025-05-08,15,nutmd,495534,Quality Inn & Suites Lawrence - University Area,
2025-05-08,15,nutmd,495534,Quality Inn & Suites Lawrence - University Area,
2025-05-08,15,nutmd,191673,"The Olde Barn Hotel & Spa, Sure Hotel Collection By Best Western",
2025-05-08,15,nutmd,194269,Quality Inn Columbus - East,
2025-05-08,15,nutmd,308459,Comfort Suites West Dallas - Cockrell Hill,
2025-05-08,15,nutmd,322075,Mariel Hotel Boutique,
2025-05-08,15,nutmd,509524,Best Western Plus Concordville Hotel,
2025-05-08,15,nutmd,152430,"Country Inn & Suites By Radisson, Austin North (Pflugerville), TX",
2025-05-08,15,nutmd,152430,"Country Inn & Suites By Radisson, Austin North (Pflugerville), TX",
2025-05-08,15,nutmd,129364,Comfort Inn Largo-Washington DC East,
2025-05-08,15,nutmd,813102,Astala Lodge,
2025-05-08,15,nutmd,813102,Astala Lodge,
2025-05-08,15,nutmd,813102,Astala Lodge,
2025-05-08,15,nutmd,171624,Sheraton Fallsview Hotel,
2025-05-08,15,nutmd,131586,Quality Inn Newton At I-80,
2025-05-08,15,nutmd,250811,SureStay Hotel By Best Western Greenville,
2025-05-08,15,nutmd,124296,Quality Inn Spring Valley - Nanuet,
2025-05-08,15,nutmd,124296,Quality Inn Spring Valley - Nanuet,
2025-05-08,15,nutmd,507963,AmericInn By Wyndham Peoria,
2025-05-08,15,nutmd,507963,AmericInn By Wyndham Peoria,
2025-05-08,15,nutmd,252928,The Cove At Atlantis,
2025-05-08,15,nutmd,252928,The Cove At Atlantis,
2025-05-08,15,nutmd,352029,The Place,
2025-05-08,15,nutmd,352029,The Place,
2025-05-08,15,nutmd,352029,The Place,
2025-05-08,15,nutmd,452172,Shinjuku Granbell Hotel,
2025-05-08,15,nutmd,268592,Aloft Montreal Airport,
2025-05-08,15,nutmd,208772,Rodeway Inn & Suites,
2025-05-08,15,nutmd,131139,The Inn At Saint Mary's,
2025-05-08,15,nutmd,497698,The Greenway Hotel & Spa,
2025-05-08,15,nutmd,497698,The Greenway Hotel & Spa,
2025-05-08,15,nutmd,115961,DoubleTree Suites By Hilton Charlotte - SouthPark,
2025-05-08,15,nutmd,122910,The Chicago Hotel Collection Magnificent Mile,
2025-05-08,15,nutmd,258307,The Revolution Hotel,
2025-05-08,15,nutmd,122910,The Chicago Hotel Collection Magnificent Mile,
2025-05-08,15,nutmd,122910,The Chicago Hotel Collection Magnificent Mile,
2025-05-08,15,nutmd,122910,The Chicago Hotel Collection Magnificent Mile,
2025-05-08,15,nutmd,141261,Marriott Niagara Falls Fallsview Hotel & Spa,
2025-05-08,15,nutmd,577470,Evansville Inn & Suites By OYO,
2025-05-08,15,nutmd,148554,The Dagny Boston,
2025-05-08,16,nutmd,126559,Sonesta Select Columbia,
2025-05-08,16,nutmd,126559,Sonesta Select Columbia,
2025-05-08,16,nutmd,724019,"Hilton Garden Inn Phoenix Tempe, University Research Park",
2025-05-08,16,nutmd,724019,"Hilton Garden Inn Phoenix Tempe, University Research Park",
2025-05-08,16,nutmd,724019,"Hilton Garden Inn Phoenix Tempe, University Research Park",
2025-05-08,16,nutmd,270323,Comfort Inn & Suites Scarborough-Portland,
2025-05-08,16,nutmd,309997,Hotel Ritual Torremolinos- Adults Only,
2025-05-08,16,nutmd,309997,Hotel Ritual Torremolinos- Adults Only,
2025-05-08,16,nutmd,309997,Hotel Ritual Torremolinos- Adults Only,
2025-05-08,16,nutmd,1701618707,Home2 Suites By Hilton Phoenix Downtown,
2025-05-08,16,nutmd,107300,DoubleTree By Hilton Washington DC Silver Spring,
2025-05-08,16,nutmd,273734,The Freeport Inn And Marina,
2025-05-08,16,nutmd,181774,Best Western Carlton Suites,
2025-05-08,16,nutmd,588753,Osage Village Inn,
2025-05-08,16,nutmd,588753,Osage Village Inn,
2025-05-08,16,nutmd,113791,The Bostonian Boston,
2025-05-08,16,nutmd,113791,The Bostonian Boston,
2025-05-08,16,nutmd,336187,Hilton New York Fashion District,
2025-05-08,16,nutmd,653123,Motel San Diego - In San Diego (Pacific Beach),
2025-05-08,16,nutmd,653123,Motel San Diego - In San Diego (Pacific Beach),
2025-05-08,16,nutmd,653123,Motel San Diego - In San Diego (Pacific Beach),
2025-05-08,16,nutmd,653123,Motel San Diego - In San Diego (Pacific Beach),
2025-05-08,16,nutmd,653123,Motel San Diego - In San Diego (Pacific Beach),
2025-05-08,16,nutmd,987611,Ramada By Wyndham SeaTac Airport North,
2025-05-08,16,nutmd,141915,Ramada By Wyndham SeaTac Airport North,
2025-05-08,16,nutmd,141915,Ramada By Wyndham SeaTac Airport North,
2025-05-08,16,nutmd,987611,Ramada By Wyndham SeaTac Airport North,
2025-05-08,16,nutmd,336187,Hilton New York Fashion District,
2025-05-08,16,nutmd,494325,Americas Best Value Inn Avenel Woodbridge,
2025-05-08,16,nutmd,494325,Americas Best Value Inn Avenel Woodbridge,
2025-05-08,16,nutmd,494325,Americas Best Value Inn Avenel Woodbridge,
2025-05-08,16,nutmd,165986,Best Western Plus Siding 29 Lodge,
2025-05-08,16,nutmd,373350,Bloc Hotel Birmingham,
2025-05-08,16,nutmd,117814,DoubleTree By Hilton At The Entrance To Universal Orlando,
2025-05-08,16,nutmd,117814,DoubleTree By Hilton At The Entrance To Universal Orlando,
2025-05-08,16,nutmd,373350,Bloc Hotel Birmingham,
2025-05-08,16,nutmd,373350,Bloc Hotel Birmingham,
2025-05-08,16,nutmd,309997,Hotel Ritual Torremolinos- Adults Only,
2025-05-08,16,nutmd,555703,WoodSpring Suites Lexington,
2025-05-08,16,nutmd,119320,Quality Inn Duluth - Atlanta Northeast,
2025-05-08,16,nutmd,119320,Quality Inn Duluth - Atlanta Northeast,
2025-05-08,16,nutmd,6295,The Manhattan At Times Square Hotel,
2025-05-08,16,nutmd,119599,Sonesta Select Atlanta Duluth,
2025-05-08,16,nutmd,119599,Sonesta Select Atlanta Duluth,
2025-05-08,16,nutmd,119599,Sonesta Select Atlanta Duluth,
2025-05-08,16,nutmd,119599,Sonesta Select Atlanta Duluth,
2025-05-08,16,nutmd,119599,Sonesta Select Atlanta Duluth,
2025-05-08,16,nutmd,1763336,Home2 Suites By Hilton San Francisco Airport North,
2025-05-08,16,nutmd,1763336,Home2 Suites By Hilton San Francisco Airport North,
2025-05-08,16,nutmd,1763336,Home2 Suites By Hilton San Francisco Airport North,
2025-05-08,16,nutmd,108650,Orlando World Center Marriott,
